Pattern Code,Series Prefix,Suffix,Suffix Meaning,Sample Book Page,Swatch File,Width px,Height px,Source,Solid Fill Hex
AE-1632,AE,,,36,swatches/AE-1632.jpeg,169,102,embedded,
AE-1632AR,AE,AR,Abrasion Resistant,8,swatches/AE-1632AR.jpeg,349,232,embedded,
AE-1632EX,AE,EX,Exterior,10,swatches/AE-1632EX.jpeg,90,149,embedded,
AE-1632TIL,AE,TIL,Tiled Design,12,swatches/AE-1632TIL.jpeg,133,90,embedded,
AE-1633,AE,,,36,swatches/AE-1633.jpeg,169,240,embedded,
AE-1634,AE,,,44,swatches/AE-1634.jpeg,169,102,embedded,
AE-1634AR,AE,AR,Abrasion Resistant,8,swatches/AE-1634AR.jpeg,90,62,embedded,
AE-1634EX,AE,EX,Exterior,10,swatches/AE-1634EX.jpeg,90,62,embedded,
AE-1634TIL,AE,TIL,Tiled Design,12,swatches/AE-1634TIL.jpeg,133,89,embedded,
AE-1635,AE,,,44,swatches/AE-1635.jpeg,169,102,embedded,
AE-1635EX,AE,EX,Exterior,10,swatches/AE-1635EX.jpeg,90,149,embedded,
AE-1636,AE,,,44,swatches/AE-1636.jpeg,169,102,embedded,
AE-1637,AE,,,42,swatches/AE-1637.jpeg,169,102,embedded,
AE-1638,AE,,,42,swatches/AE-1638.jpeg,169,102,embedded,
AE-1639,AE,,,42,swatches/AE-1639.jpeg,169,102,embedded,
AE-1640,AE,,,42,swatches/AE-1640.jpeg,169,102,embedded,
AE-1643,AE,,,22,swatches/AE-1643.jpeg,169,102,embedded,
AE-1645,AE,,,44,swatches/AE-1645.jpeg,169,102,embedded,
AE-1646,AE,,,44,swatches/AE-1646.jpeg,169,102,embedded,
AE-1717,AE,,,42,swatches/AE-1717.jpeg,169,102,embedded,
AE-1719,AE,,,42,swatches/AE-1719.jpeg,169,102,embedded,
AE-1913MT,AE,MT,Matte Series,38,swatches/AE-1913MT.jpeg,169,240,embedded,
AE-1913TIL,AE,TIL,Tiled Design,12,swatches/AE-1913TIL.jpeg,132,211,embedded,
AE-1917MT,AE,MT,Matte Series,38,swatches/AE-1917MT.jpeg,169,102,embedded,
AE-1921MT,AE,MT,Matte Series,38,swatches/AE-1921MT.jpeg,169,102,embedded,
AE-1928MT,AE,MT,Matte Series,38,swatches/AE-1928MT.jpeg,169,102,embedded,
AE-1930MT,AE,MT,Matte Series,38,swatches/AE-1930MT.jpeg,169,102,embedded,
AE-1932MT,AE,MT,Matte Series,48,swatches/AE-1932MT.jpeg,134,90,embedded,
AE-1944MT,AE,MT,Matte Series,38,swatches/AE-1944MT.jpeg,169,102,embedded,
AE-1953,AE,,,52,swatches/AE-1953.jpeg,134,212,embedded,
AE-1955,AE,,,44,swatches/AE-1955.jpeg,169,102,embedded,
AE-1959MT,AE,MT,Matte Series,38,swatches/AE-1959MT.jpx,169,102,embedded,
AE-1960MT,AE,MT,Matte Series,38,swatches/AE-1960MT.jpeg,169,240,embedded,
AE-2149,AE,,,40,swatches/AE-2149.jpeg,169,102,embedded,
AE-2150,AE,,,40,swatches/AE-2150.jpeg,169,240,embedded,
AE-2151,AE,,,40,swatches/AE-2151.jpeg,169,102,embedded,
AE-2152MT,AE,MT,Matte Series,40,swatches/AE-2152MT.jpeg,169,102,embedded,
AE-2152TIL,AE,TIL,Tiled Design,12,swatches/AE-2152TIL.jpeg,133,209,embedded,
AE-2153AR,AE,AR,Abrasion Resistant,8,swatches/AE-2153AR.jpeg,192,149,embedded,
AE-2153MT,AE,MT,Matte Series,39,swatches/AE-2153MT.jpeg,196,239,embedded,
AE-2153PO,AE,PO,E-Series PO Polyolefin,16,swatches/AE-2153PO.png,319,198,rendered,#FFFFFF
AE-2153TIL,AE,TIL,Tiled Design,12,swatches/AE-2153TIL.jpeg,132,89,embedded,
AE-2154,AE,,,39,swatches/AE-2154.jpeg,196,239,embedded,
AE-2155,AE,,,40,swatches/AE-2155.jpeg,169,102,embedded,
AE-2156,AE,,,42,swatches/AE-2156.jpeg,169,102,embedded,
AE-2157,AE,,,42,swatches/AE-2157.jpeg,169,239,embedded,
AE-2158,AE,,,42,swatches/AE-2158.jpeg,169,102,embedded,
AE-2159,AE,,,42,swatches/AE-2159.jpeg,169,239,embedded,
AE-2160,AE,,,40,swatches/AE-2160.jpeg,169,102,embedded,
AE-2161,AE,,,40,swatches/AE-2161.jpeg,169,240,embedded,
AE-2162MT,AE,MT,Matte Series,37,swatches/AE-2162MT.jpeg,196,239,embedded,
AE-2162PO,AE,PO,E-Series PO Polyolefin,16,swatches/AE-2162PO.png,319,198,rendered,#FFFFFF
AE-2163AR,AE,AR,Abrasion Resistant,8,swatches/AE-2163AR.jpeg,192,149,embedded,
AE-2163MT,AE,MT,Matte Series,43,swatches/AE-2163MT.jpeg,196,239,embedded,
AE-2164MT,AE,MT,Matte Series,43,swatches/AE-2164MT.jpeg,196,239,embedded,
AE-2165MT,AE,MT,Matte Series,43,swatches/AE-2165MT.jpeg,196,239,embedded,
AE-2167AR,AE,AR,Abrasion Resistant,8,swatches/AE-2167AR.jpeg,90,149,embedded,
AE-2167MT,AE,MT,Matte Series,44,swatches/AE-2167MT.jpeg,169,239,embedded,
AE-2168,AE,,,62,swatches/AE-2168.jpeg,169,239,embedded,
AE-2500MT,AE,MT,Matte Series,44,swatches/AE-2500MT.jpeg,350,239,embedded,
AE-2501MT,AE,MT,Matte Series,43,swatches/AE-2501MT.jpeg,196,239,embedded,
AE-2502,AE,,,44,swatches/AE-2502.jpeg,349,239,embedded,
AE-2503,AE,,,42,swatches/AE-2503.jpeg,350,239,embedded,
AE-2504,AE,,,42,swatches/AE-2504.jpeg,350,239,embedded,
AE-2505,AE,,,42,swatches/AE-2505.jpeg,169,239,embedded,
AE-2506,AE,,,42,swatches/AE-2506.jpeg,350,239,embedded,
AE-2507,AE,,,42,swatches/AE-2507.jpeg,169,239,embedded,
AE-2508,AE,,,37,swatches/AE-2508.jpeg,196,239,embedded,
AE-2509,AE,,,40,swatches/AE-2509.jpeg,350,239,embedded,
AE-2510,AE,,,40,swatches/AE-2510.jpeg,350,239,embedded,
AE-2511,AE,,,39,swatches/AE-2511.jpeg,196,239,embedded,
AE-2513,AE,,,39,swatches/AE-2513.jpeg,196,239,embedded,
AM-1700,AM,,,28,swatches/AM-1700.jpeg,133,90,embedded,
BW-1310AR,BW,AR,Abrasion Resistant,7,swatches/BW-1310AR.jpeg,90,62,embedded,
CA-418,CA,,,52,swatches/CA-418.jpx,133,90,embedded,
CA-419,CA,,,52,swatches/CA-419.jpeg,133,90,embedded,
CA-420,CA,,,52,swatches/CA-420.jpeg,133,90,embedded,
CA-421,CA,,,52,swatches/CA-421.jpx,133,90,embedded,
CA-422,CA,,,52,swatches/CA-422.jpeg,133,212,embedded,
CA-1170,CA,,,52,swatches/CA-1170.jpeg,133,212,embedded,
CH-1627,CH,,,31,swatches/CH-1627.jpeg,279,212,embedded,
CH-1628,CH,,,31,swatches/CH-1628.jpx,133,90,embedded,
CH-1628AR,CH,AR,Abrasion Resistant,7,swatches/CH-1628AR.jpx,90,62,embedded,
CH-1629,CH,,,32,swatches/CH-1629.jpeg,133,90,embedded,
CH-1629AR,CH,AR,Abrasion Resistant,7,swatches/CH-1629AR.jpeg,90,62,embedded,
CH-1630,CH,,,31,swatches/CH-1630.jpeg,133,90,embedded,
CH-1630AR,CH,AR,Abrasion Resistant,7,swatches/CH-1630AR.jpeg,90,62,embedded,
CH-1631,CH,,,31,swatches/CH-1631.jpx,133,212,embedded,
CH-1631AR,CH,AR,Abrasion Resistant,7,swatches/CH-1631AR.jpx,90,62,embedded,
CH-1677,CH,,,31,swatches/CH-1677.jpx,133,90,embedded,
CH-2117,CH,,,31,swatches/CH-2117.jpeg,133,90,embedded,
CN-1621,CN,,,38,swatches/CN-1621.jpeg,169,102,embedded,
CN-1621PO,CN,PO,E-Series PO Polyolefin,16,swatches/CN-1621PO.png,320,198,rendered,#FFFFFF
CN-1622,CN,,,37,swatches/CN-1622.jpeg,196,239,embedded,
CN-1623,CN,,,37,swatches/CN-1623.jpeg,196,239,embedded,
CN-1958,CN,,,38,swatches/CN-1958.jpeg,169,102,embedded,
CN-1958PO,CN,PO,E-Series PO Polyolefin,16,swatches/CN-1958PO.png,320,198,rendered,#FFFFFF
CN-2512,CN,,,38,swatches/CN-2512.jpeg,348,239,embedded,
DW-1871MT,DW,MT,Matte Series,60,swatches/DW-1871MT.jpeg,350,240,embedded,
DW-1873MT,DW,MT,Matte Series,58,swatches/DW-1873MT.jpeg,169,102,embedded,
DW-1874MT,DW,MT,Matte Series,59,swatches/DW-1874MT.jpeg,169,102,embedded,
DW-1875MT,DW,MT,Matte Series,57,swatches/DW-1875MT.jpeg,169,102,embedded,
DW-1875PO,DW,PO,E-Series PO Polyolefin,16,swatches/DW-1875PO.png,320,198,rendered,#FFFFFF
DW-1876MT,DW,MT,Matte Series,58,swatches/DW-1876MT.jpeg,169,102,embedded,
DW-1877MT,DW,MT,Matte Series,60,swatches/DW-1877MT.jpeg,169,239,embedded,
DW-1878MT,DW,MT,Matte Series,58,swatches/DW-1878MT.jpeg,169,102,embedded,
DW-1882MT,DW,MT,Matte Series,59,swatches/DW-1882MT.jpeg,169,102,embedded,
DW-1883MT,DW,MT,Matte Series,58,swatches/DW-1883MT.jpeg,169,102,embedded,
DW-1884MT,DW,MT,Matte Series,59,swatches/DW-1884MT.jpeg,169,102,embedded,
DW-1885MT,DW,MT,Matte Series,60,swatches/DW-1885MT.jpeg,169,102,embedded,
DW-1887MT,DW,MT,Matte Series,60,swatches/DW-1887MT.jpeg,169,102,embedded,
DW-1888MT,DW,MT,Matte Series,57,swatches/DW-1888MT.jpeg,169,102,embedded,
DW-1889MT,DW,MT,Matte Series,58,swatches/DW-1889MT.jpeg,169,102,embedded,
DW-1891MT,DW,MT,Matte Series,59,swatches/DW-1891MT.jpeg,169,102,embedded,
DW-1893MT,DW,MT,Matte Series,57,swatches/DW-1893MT.jpeg,169,102,embedded,
DW-1897MT,DW,MT,Matte Series,58,swatches/DW-1897MT.jpeg,169,239,embedded,
DW-1898MT,DW,MT,Matte Series,60,swatches/DW-1898MT.jpeg,169,102,embedded,
DW-1899MT,DW,MT,Matte Series,59,swatches/DW-1899MT.jpeg,169,239,embedded,
DW-1900HMT,DW,HMT,,59,swatches/DW-1900HMT.jpeg,169,239,embedded,
DW-1901MT,DW,MT,Matte Series,58,swatches/DW-1901MT.jpeg,169,102,embedded,
DW-1902MT,DW,MT,Matte Series,57,swatches/DW-1902MT.jpeg,169,102,embedded,
DW-1993MT,DW,MT,Matte Series,57,swatches/DW-1993MT.jpeg,169,102,embedded,
DW-2197MT,DW,MT,Matte Series,57,swatches/DW-2197MT.jpeg,169,239,embedded,
DW-2198MT,DW,MT,Matte Series,57,swatches/DW-2198MT.jpeg,169,102,embedded,
DW-2199MT,DW,MT,Matte Series,57,swatches/DW-2199MT.jpeg,169,102,embedded,
DW-2200MT,DW,MT,Matte Series,57,swatches/DW-2200MT.jpeg,169,102,embedded,
DW-2201MT,DW,MT,Matte Series,57,swatches/DW-2201MT.jpeg,169,102,embedded,
DW-2202MT,DW,MT,Matte Series,57,swatches/DW-2202MT.jpeg,169,102,embedded,
DW-2203MT,DW,MT,Matte Series,57,swatches/DW-2203MT.jpeg,169,102,embedded,
DW-2204MT,DW,MT,Matte Series,58,swatches/DW-2204MT.jpeg,169,102,embedded,
DW-2205MT,DW,MT,Matte Series,58,swatches/DW-2205MT.jpeg,169,102,embedded,
DW-2206MT,DW,MT,Matte Series,58,swatches/DW-2206MT.jpeg,169,102,embedded,
DW-2207MT,DW,MT,Matte Series,58,swatches/DW-2207MT.jpeg,169,240,embedded,
DW-2207PO,DW,PO,E-Series PO Polyolefin,16,swatches/DW-2207PO.png,320,198,rendered,#FFFFFF
DW-2208MT,DW,MT,Matte Series,58,swatches/DW-2208MT.jpeg,169,239,embedded,
DW-2209MT,DW,MT,Matte Series,58,swatches/DW-2209MT.jpeg,169,102,embedded,
DW-2210MT,DW,MT,Matte Series,62,swatches/DW-2210MT.jpeg,169,102,embedded,
DW-2211MT,DW,MT,Matte Series,59,swatches/DW-2211MT.jpeg,169,102,embedded,
DW-2212MT,DW,MT,Matte Series,59,swatches/DW-2212MT.jpeg,169,102,embedded,
DW-2212PO,DW,PO,E-Series PO Polyolefin,16,swatches/DW-2212PO.png,319,198,rendered,#FFFFFF
DW-2213MT,DW,MT,Matte Series,59,swatches/DW-2213MT.jpeg,169,102,embedded,
DW-2213PO,DW,PO,E-Series PO Polyolefin,16,swatches/DW-2213PO.png,319,198,rendered,#FFFFFF
DW-2214MT,DW,MT,Matte Series,59,swatches/DW-2214MT.jpeg,169,239,embedded,
DW-2215MT,DW,MT,Matte Series,59,swatches/DW-2215MT.jpeg,169,102,embedded,
DW-2216MT,DW,MT,Matte Series,59,swatches/DW-2216MT.jpeg,169,102,embedded,
DW-2217MT,DW,MT,Matte Series,59,swatches/DW-2217MT.jpeg,169,102,embedded,
DW-2218MT,DW,MT,Matte Series,57,swatches/DW-2218MT.jpeg,169,102,embedded,
DW-2218PO,DW,PO,E-Series PO Polyolefin,16,swatches/DW-2218PO.png,320,198,rendered,#FFFFFF
DW-2219MT,DW,MT,Matte Series,60,swatches/DW-2219MT.jpeg,169,239,embedded,
DW-2219PO,DW,PO,E-Series PO Polyolefin,16,swatches/DW-2219PO.png,319,198,rendered,#FFFFFF
DW-2221MT,DW,MT,Matte Series,60,swatches/DW-2221MT.jpeg,169,239,embedded,
DW-2222MT,DW,MT,Matte Series,60,swatches/DW-2222MT.jpeg,350,239,embedded,
DW-2223MT,DW,MT,Matte Series,60,swatches/DW-2223MT.jpeg,169,239,embedded,
DW-2225MT,DW,MT,Matte Series,60,swatches/DW-2225MT.jpeg,169,102,embedded,
DW-2229MT,DW,MT,Matte Series,60,swatches/DW-2229MT.jpeg,350,239,embedded,
DW-2229PO,DW,PO,E-Series PO Polyolefin,16,swatches/DW-2229PO.png,320,198,rendered,#FFFFFF
DW-2470MT,DW,MT,Matte Series,57,swatches/DW-2470MT.jpeg,169,239,embedded,
DW-2471MT,DW,MT,Matte Series,57,swatches/DW-2471MT.jpeg,169,239,embedded,
DW-2472MT,DW,MT,Matte Series,58,swatches/DW-2472MT.jpeg,350,239,embedded,
DW-2473MT,DW,MT,Matte Series,58,swatches/DW-2473MT.jpeg,350,239,embedded,
DW-2474MT,DW,MT,Matte Series,59,swatches/DW-2474MT.jpeg,350,239,embedded,
DW-2475MT,DW,MT,Matte Series,59,swatches/DW-2475MT.jpeg,350,239,embedded,
DW-2476MT,DW,MT,Matte Series,57,swatches/DW-2476MT.jpeg,169,239,embedded,
DW-2477MT,DW,MT,Matte Series,57,swatches/DW-2477MT.jpeg,350,239,embedded,
DW-2478MT,DW,MT,Matte Series,58,swatches/DW-2478MT.jpeg,350,239,embedded,
DW-2479MT,DW,MT,Matte Series,57,swatches/DW-2479MT.jpeg,350,239,embedded,
DW-2480MT,DW,MT,Matte Series,60,swatches/DW-2480MT.jpeg,350,239,embedded,
DW-2481MT,DW,MT,Matte Series,59,swatches/DW-2481MT.jpeg,350,239,embedded,
ET-1772,ET,,,32,swatches/ET-1772.jpeg,133,212,embedded,
ET-1775,ET,,,32,swatches/ET-1775.jpeg,279,201,embedded,
FA-020TIL,FA,TIL,Tiled Design,12,swatches/FA-020TIL.jpeg,133,90,embedded,
FA-021TIL,FA,TIL,Tiled Design,12,swatches/FA-021TIL.jpeg,133,90,embedded,
FA-592,FA,,,44,swatches/FA-592.jpeg,169,102,embedded,
FA-688,FA,,,52,swatches/FA-688.jpeg,133,90,embedded,
FA-1153,FA,,,51,swatches/FA-1153.jpeg,196,239,embedded,
FA-1156,FA,,,50,swatches/FA-1156.jpeg,133,90,embedded,
FA-1156DG,FA,DG,Tiled Design (DG),14,swatches/FA-1156DG.jpeg,133,74,embedded,
FA-1161,FA,,,51,swatches/FA-1161.jpeg,196,239,embedded,
FA-1161DG,FA,DG,Tiled Design (DG),14,swatches/FA-1161DG.jpeg,133,180,embedded,
FA-1164,FA,,,52,swatches/FA-1164.jpeg,133,90,embedded,
FA-1166,FA,,,52,swatches/FA-1166.jpeg,133,90,embedded,
FA-1526AR,FA,AR,Abrasion Resistant,8,swatches/FA-1526AR.jpeg,90,62,embedded,
FA-1527AR,FA,AR,Abrasion Resistant,8,swatches/FA-1527AR.jpeg,90,62,embedded,
FA-1530,FA,,,44,swatches/FA-1530.jpeg,169,102,embedded,
FA-1530EX,FA,EX,Exterior,10,swatches/FA-1530EX.jpeg,193,149,embedded,
FA-1531,FA,,,44,swatches/FA-1531.jpeg,169,102,embedded,
FA-1678,FA,,,45,swatches/FA-1678.jpeg,196,239,embedded,
FA-1678AR,FA,AR,Abrasion Resistant,8,swatches/FA-1678AR.jpeg,90,62,embedded,
FA-1962,FA,,,45,swatches/FA-1962.jpeg,196,239,embedded,
FA-1963,FA,,,52,swatches/FA-1963.jpeg,133,212,embedded,
FA-2169,FA,,,45,swatches/FA-2169.jpeg,196,239,embedded,
FA-2543,FA,,,45,swatches/FA-2543.jpeg,196,239,embedded,
FA-2544,FA,,,46,swatches/FA-2544.jpeg,348,238,embedded,
FE-813,FE,,,49,swatches/FE-813.jpeg,133,90,embedded,
FE-1964,FE,,,51,swatches/FE-1964.jpeg,196,239,embedded,
FE-1966,FE,,,50,swatches/FE-1966.jpeg,134,212,embedded,
FE-1967,FE,,,52,swatches/FE-1967.jpeg,134,90,embedded,
FW-232,FW,,,68,swatches/FW-232.jpeg,169,102,embedded,
FW-233,FW,,,67,swatches/FW-233.jpeg,350,240,embedded,
FW-233AR,FW,AR,Abrasion Resistant,7,swatches/FW-233AR.jpeg,90,62,embedded,
FW-233EX,FW,EX,Exterior,10,swatches/FW-233EX.jpeg,90,62,embedded,
FW-234,FW,,,67,swatches/FW-234.jpeg,169,102,embedded,
FW-236,FW,,,66,swatches/FW-236.jpeg,350,240,embedded,
FW-236AR,FW,AR,Abrasion Resistant,7,swatches/FW-236AR.jpeg,90,62,embedded,
FW-236EX,FW,EX,Exterior,10,swatches/FW-236EX.jpeg,90,62,embedded,
FW-237,FW,,,67,swatches/FW-237.jpeg,169,102,embedded,
FW-240,FW,,,68,swatches/FW-240.jpeg,169,102,embedded,
FW-324,FW,,,70,swatches/FW-324.jpeg,169,239,embedded,
FW-324EX,FW,EX,Exterior,10,swatches/FW-324EX.jpx,90,62,embedded,
FW-327,FW,,,67,swatches/FW-327.jpeg,169,102,embedded,
FW-330,FW,,,69,swatches/FW-330.jpeg,169,240,embedded,
FW-330EX,FW,EX,Exterior,10,swatches/FW-330EX.jpeg,90,62,embedded,
FW-332,FW,,,68,swatches/FW-332.jpeg,169,102,embedded,
FW-336,FW,,,63,swatches/FW-336.jpeg,169,102,embedded,
FW-337,FW,,,64,swatches/FW-337.jpeg,169,102,embedded,
FW-337AR,FW,AR,Abrasion Resistant,7,swatches/FW-337AR.jpeg,90,62,embedded,
FW-338,FW,,,69,swatches/FW-338.jpeg,350,240,embedded,
FW-338AR,FW,AR,Abrasion Resistant,7,swatches/FW-338AR.jpeg,90,62,embedded,
FW-502,FW,,,66,swatches/FW-502.jpeg,169,239,embedded,
FW-510,FW,,,68,swatches/FW-510.jpeg,169,102,embedded,
FW-522EX,FW,EX,Exterior,10,swatches/FW-522EX.jpeg,90,62,embedded,
FW-606H,FW,H,Horizontal grain,69,swatches/FW-606H.jpeg,169,102,embedded,
FW-607H,FW,H,Horizontal grain,69,swatches/FW-607H.jpeg,169,102,embedded,
FW-608H,FW,H,Horizontal grain,67,swatches/FW-608H.jpeg,169,102,embedded,
FW-609H,FW,H,Horizontal grain,68,swatches/FW-609H.jpeg,169,102,embedded,
FW-609HEX,FW,HEX,,10,swatches/FW-609HEX.jpeg,90,62,embedded,
FW-612,FW,,,67,swatches/FW-612.jpeg,169,102,embedded,
FW-613,FW,,,68,swatches/FW-613.jpeg,169,102,embedded,
FW-618EX,FW,EX,Exterior,10,swatches/FW-618EX.jpeg,90,62,embedded,
FW-625,FW,,,69,swatches/FW-625.jpeg,169,102,embedded,
FW-625AR,FW,AR,Abrasion Resistant,7,swatches/FW-625AR.jpeg,90,62,embedded,
FW-625EX,FW,EX,Exterior,10,swatches/FW-625EX.jpeg,90,62,embedded,
FW-627,FW,,,69,swatches/FW-627.jpeg,350,240,embedded,
FW-627EX,FW,EX,Exterior,10,swatches/FW-627EX.jpeg,90,62,embedded,
FW-640,FW,,,70,swatches/FW-640.jpeg,169,240,embedded,
FW-640EX,FW,EX,Exterior,10,swatches/FW-640EX.jpeg,90,62,embedded,
FW-641,FW,,,70,swatches/FW-641.jpeg,169,102,embedded,
FW-643EX,FW,EX,Exterior,10,swatches/FW-643EX.jpeg,90,62,embedded,
FW-650,FW,,,68,swatches/FW-650.jpeg,169,102,embedded,
FW-650EX,FW,EX,Exterior,10,swatches/FW-650EX.jpeg,90,62,embedded,
FW-651,FW,,,69,swatches/FW-651.jpeg,169,102,embedded,
FW-651EX,FW,EX,Exterior,10,swatches/FW-651EX.jpeg,90,62,embedded,
FW-655,FW,,,67,swatches/FW-655.jpeg,169,239,embedded,
FW-656,FW,,,69,swatches/FW-656.jpeg,169,102,embedded,
FW-677,FW,,,68,swatches/FW-677.jpeg,169,102,embedded,
FW-788,FW,,,63,swatches/FW-788.jpeg,169,102,embedded,
FW-795,FW,,,67,swatches/FW-795.jpeg,169,102,embedded,
FW-886,FW,,,68,swatches/FW-886.jpeg,169,102,embedded,
FW-887,FW,,,68,swatches/FW-887.jpeg,169,102,embedded,
FW-887EX,FW,EX,Exterior,10,swatches/FW-887EX.jpeg,90,62,embedded,
FW-888,FW,,,67,swatches/FW-888.jpeg,169,102,embedded,
FW-1021,FW,,,66,swatches/FW-1021.jpeg,350,240,embedded,
FW-1022,FW,,,68,swatches/FW-1022.jpeg,169,239,embedded,
FW-1022AR,FW,AR,Abrasion Resistant,7,swatches/FW-1022AR.jpeg,90,62,embedded,
FW-1022EX,FW,EX,Exterior,10,swatches/FW-1022EX.jpeg,193,149,embedded,
FW-1023,FW,,,66,swatches/FW-1023.jpeg,169,240,embedded,
FW-1023EX,FW,EX,Exterior,10,swatches/FW-1023EX.jpeg,90,62,embedded,
FW-1039H,FW,H,Horizontal grain,68,swatches/FW-1039H.jpeg,169,102,embedded,
FW-1113,FW,,,68,swatches/FW-1113.jpeg,169,239,embedded,
FW-1113EX,FW,EX,Exterior,10,swatches/FW-1113EX.jpeg,90,62,embedded,
FW-1121H,FW,H,Horizontal grain,68,swatches/FW-1121H.jpeg,169,102,embedded,
FW-1122,FW,,,66,swatches/FW-1122.jpeg,350,239,embedded,
FW-1122AR,FW,AR,Abrasion Resistant,7,swatches/FW-1122AR.jpeg,90,62,embedded,
FW-1122EX,FW,EX,Exterior,10,swatches/FW-1122EX.jpeg,193,149,embedded,
FW-1123,FW,,,67,swatches/FW-1123.jpeg,169,240,embedded,
FW-1123EX,FW,EX,Exterior,10,swatches/FW-1123EX.jpeg,90,62,embedded,
FW-1124,FW,,,68,swatches/FW-1124.jpeg,169,239,embedded,
FW-1124EX,FW,EX,Exterior,10,swatches/FW-1124EX.jpeg,90,62,embedded,
FW-1125,FW,,,67,swatches/FW-1125.jpeg,350,240,embedded,
FW-1127,FW,,,70,swatches/FW-1127.jpeg,169,102,embedded,
FW-1129,FW,,,65,swatches/FW-1129.jpeg,169,240,embedded,
FW-1129AR,FW,AR,Abrasion Resistant,7,swatches/FW-1129AR.jpeg,90,62,embedded,
FW-1129EX,FW,EX,Exterior,10,swatches/FW-1129EX.jpeg,90,149,embedded,
FW-1130H,FW,H,Horizontal grain,65,swatches/FW-1130H.jpeg,169,102,embedded,
FW-1135,FW,,,69,swatches/FW-1135.jpeg,169,102,embedded,
FW-1136H,FW,H,Horizontal grain,69,swatches/FW-1136H.jpeg,169,240,embedded,
FW-1138,FW,,,63,swatches/FW-1138.jpeg,169,102,embedded,
FW-1138AR,FW,AR,Abrasion Resistant,7,swatches/FW-1138AR.jpeg,90,62,embedded,
FW-1207,FW,,,63,swatches/FW-1207.jpeg,350,248,embedded,
FW-1208,FW,,,63,swatches/FW-1208.jpeg,169,239,embedded,
FW-1211,FW,,,65,swatches/FW-1211.jpeg,169,102,embedded,
FW-1212,FW,,,66,swatches/FW-1212.jpeg,169,102,embedded,
FW-1214,FW,,,65,swatches/FW-1214.jpeg,169,102,embedded,
FW-1214EX,FW,EX,Exterior,10,swatches/FW-1214EX.jpeg,90,62,embedded,
FW-1215,FW,,,64,swatches/FW-1215.jpeg,169,102,embedded,
FW-1216,FW,,,70,swatches/FW-1216.jpeg,169,102,embedded,
FW-1217,FW,,,63,swatches/FW-1217.jpeg,169,239,embedded,
FW-1255,FW,,,63,swatches/FW-1255.jpeg,169,240,embedded,
FW-1256,FW,,,65,swatches/FW-1256.jpeg,169,102,embedded,
FW-1256PO,FW,PO,E-Series PO Polyolefin,16,swatches/FW-1256PO.png,319,198,rendered,#FFFFFF
FW-1257,FW,,,66,swatches/FW-1257.jpeg,169,239,embedded,
FW-1258,FW,,,65,swatches/FW-1258.jpeg,169,102,embedded,
FW-1259,FW,,,64,swatches/FW-1259.jpx,169,102,embedded,
FW-1261,FW,,,63,swatches/FW-1261.jpeg,169,102,embedded,
FW-1262,FW,,,65,swatches/FW-1262.jpeg,169,102,embedded,
FW-1265,FW,,,66,swatches/FW-1265.jpeg,169,102,embedded,
FW-1266,FW,,,64,swatches/FW-1266.jpeg,169,102,embedded,
FW-1272,FW,,,65,swatches/FW-1272.jpeg,169,102,embedded,
FW-1273,FW,,,64,swatches/FW-1273.jpeg,169,239,embedded,
FW-1279,FW,,,65,swatches/FW-1279.jpeg,169,102,embedded,
FW-1280,FW,,,67,swatches/FW-1280.jpeg,169,102,embedded,
FW-1280AR,FW,AR,Abrasion Resistant,7,swatches/FW-1280AR.jpeg,90,62,embedded,
FW-1282,FW,,,69,swatches/FW-1282.jpeg,169,102,embedded,
FW-1283,FW,,,67,swatches/FW-1283.jpeg,169,102,embedded,
FW-1285,FW,,,65,swatches/FW-1285.jpeg,169,102,embedded,
FW-1286,FW,,,66,swatches/FW-1286.jpeg,169,240,embedded,
FW-1291,FW,,,65,swatches/FW-1291.jpeg,169,102,embedded,
FW-1293,FW,,,65,swatches/FW-1293.jpeg,169,102,embedded,
FW-1293AR,FW,AR,Abrasion Resistant,7,swatches/FW-1293AR.jpeg,90,62,embedded,
FW-1294,FW,,,64,swatches/FW-1294.jpeg,169,240,embedded,
FW-1294AR,FW,AR,Abrasion Resistant,7,swatches/FW-1294AR.jpeg,90,62,embedded,
FW-1296,FW,,,66,swatches/FW-1296.jpeg,169,102,embedded,
FW-1302,FW,,,64,swatches/FW-1302.jpeg,169,102,embedded,
FW-1306,FW,,,61,swatches/FW-1306.jpeg,196,239,embedded,
FW-1307,FW,,,64,swatches/FW-1307.jpeg,169,102,embedded,
FW-1331,FW,,,67,swatches/FW-1331.jpeg,169,102,embedded,
FW-1683,FW,,,63,swatches/FW-1683.jpeg,169,102,embedded,
FW-1735H,FW,H,Horizontal grain,61,swatches/FW-1735H.jpeg,196,239,embedded,
FW-1737,FW,,,67,swatches/FW-1737.jpeg,169,239,embedded,
FW-1738,FW,,,67,swatches/FW-1738.jpeg,169,239,embedded,
FW-1743,FW,,,67,swatches/FW-1743.jpeg,169,239,embedded,
FW-1744,FW,,,68,swatches/FW-1744.jpeg,169,239,embedded,
FW-1746,FW,,,69,swatches/FW-1746.jpeg,169,102,embedded,
FW-1751,FW,,,70,swatches/FW-1751.jpeg,350,240,embedded,
FW-1755,FW,,,66,swatches/FW-1755.jpeg,169,240,embedded,
